Outlet Name,Address,Phone,Email,Website,Open Hours,NDIS Category,Y,X
Succoris Psychology Sunbury,"36 Gap Road, Sunbury, VIC 3429",03 8001 9503,reception.sunbury@succoris.com.au,www.succoris.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.5800165,144.7241708
Head Quarters,"28-30 William Street, Balaclava, VIC 3183",0406 432 394,rosie@insightpbs.com.au,www.insightpbs.com.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-37.870126,144.9942735
Care for Us Pty Ltd,"Unit 44, 53 Jutland Way, Epping, VIC 3076",0423 352 572,info@careforus.com.au,www.careforus.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.63938,145.0033538
Everyday Independence Northern Melbourne,"16a Keilor Park Drive, Keilor East, VIC 3033",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7361771,144.8510045
Kieser Mornington,"12 Mornington-Tyabb Road, Mornington, VIC 3931",03 9109 9956,mornington@kieser.com.au,www.kieser.com.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-38.2309055,145.0451387
Konekt Bendigo,"23 Short Street, Bendigo, VIC 3550",1300 723 375,ndis@konekt.com.au,www.konekt.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Professional Therapy for Autistic Children,-36.7623765,144.2759514
Noahs Ark - Geelong,"37 Fenwick Street, Geelong, VIC 3220",1800 819 140,hello@noahsarkinc.org.au,www.noahsarkinc.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.1515044,144.3535262
Home Physiotherapy,"3 Nutwood Street, Reservoir, VIC 3073",0411 779 990,angelo@homephysio.com.au,www.homephysio.com.au,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM, Saturday: 8AM-5PM",Professional Therapy for Autistic Children,-37.7103619,145.0327236
Everyday Independence Pakenham,"5 Doherty Street, Pakenham, VIC 3810",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-38.0621119,145.4601677
Play Therapy Melbourne Frankston,"Playne Street, Frankston, VIC 3199",03 9439 2450,enquiries@playtherapymelbourne.com,www.playtherapymelbourne.com,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-5PM",Professional Therapy for Autistic Children,-38.145516,145.123825
Kids' Care Collective,"Unit 7, 8 Vanessa Drive, Ravenhall, VIC 3023",0451 699 987,info@kidscarecollective.com.au,www.kidscarecollective.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-2PM",Professional Therapy for Autistic Children,-37.7675909,144.7518593
OTFC Moorabbin,"15 Cochranes Road, Moorabbin, VIC 3189",03 9967 3597,admin@otfc.com.au,www.otfcgroup.com.au,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM",Professional Therapy for Autistic Children,-37.9418454,145.0641757
Cameron Wellness Centre,"Level 1 Suite 5a, 168 Little Malop Street, Geelong, VIC 3220",1800 000 292,dsardellis@cameronwellnesscentre.com.au,www.cameronwellnesscentre.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Professional Therapy for Autistic Children,-38.1495674,144.364313
PsychPhys Preston,"2-50 Murray Road, Preston, VIC 3072",03 9088 7585,info@psychphys.com.au,www.psychphys.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 8AM-5PM",Professional Therapy for Autistic Children,-37.7386329,145.0293571
Evado Studios Thornbury,"Shop 1, 679 High Street, Thornbury, VIC 3071",03 9026 1301,thornbury@evadostudios.com.au,www.evadostudios.com.au/thornbury,"Monday: 7AM-8PM, Tuesday: 7AM-8PM, Wednesday: 7AM-8PM, Thursday: 7AM-8PM, Friday: 7AM-8PM, Saturday: 8AM-12PM",Professional Therapy for Autistic Children,-37.7602291,145.0001186
Everyday Independence Pty Ltd - Barwon,"18-20 Riversdale Road, Newtown, VIC 3220",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-38.1608782,144.3400755
Kieser Ocean Grove,"8-10 Coastal Boulevard, Ocean Grove, VIC 3226",03 5221 7555,oceangrove@kieser.com.au,www.kieser.com.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-38.2500761,144.5627593
Everyday Independence Croydon,"Unit 1, 3 Ryland Avenue, Croydon, VIC 3136",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7906487,145.267157
Everyday Independence Western Melbourne,"Unit 7, 28 West Court, Derrimut, VIC 3026",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.8102624,144.7518884
Physio3465,"80 High Street, Maryborough, VIC 3465",03 5461 4470,matt@physio3465.com.au,www.physio3465.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.0482545,143.735931
Melton Physio,"Unit 1, 93 High Street, Melton, VIC 3337",03 9743 4848,info@meltonphysio.com.au,www.meltonphysio.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-7PM, Wednesday: 9AM-5PM, Thursday: 9AM-7PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.690463,144.602553
North East Life Mansfield,"20 Highett Street, Mansfield, VIC 3722",03 5722 2651,mansfield@nelife.com.au,www.nelife.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.051367,146.0889689
Noahs Ark - Springvale,"2a Olinda Ave, Springvale, VIC 3171",1800 819 140,hello@noahsarkinc.org.au,www.noahsarkinc.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.958949,145.1437774
Connected Kids Allied Health Pty Ltd,"Veterans Affairs, 12 Dawson Street, Ballarat Central, VIC 3350",0427 848 587,admin@connectedkid.com.au,www.connectedkid.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.5630513,143.8526898
Home Health Physio,"6a Trudgeon Avenue, Reservoir, VIC 3073",0402 561 263,info@homehealthphysio.org,www.homehealthphysio.org,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7299099,145.0043613
"Morgan, Leigh Francis","2, 752, Blackburn Road, Clayton, VIC 3168",03 8578 4490,contact@leighmorgan.com.au,www.leighmorgan.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.910552,145.1416431
PsychPhys Knox City,"Goodlife Health Club, Perth Court Knox Ozone Shopping Centre, Knox City, VIC 3152",03 9088 7585,info@psychphys.com.au,www.psychphys.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 8AM-5PM",Professional Therapy for Autistic Children,-37.8691092,145.2434839
Confidence Speech Pathology,"Suite 5, 94 High Street, Berwick, VIC 3806",0468 786 210,admin@confidencespeechpathology.com.au,www.confidencespeechpathology.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 9AM-6PM",Professional Therapy for Autistic Children,-38.0316016,145.3457499
Advance OT Solutions,"18 Charlock Drive, Cranbourne North, VIC 3977",0452 445 043,ollene.cunden@outlook.com,advanceotsolutions.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.079095,145.3205382
Bodyfit Physio,"436-438 High Street, Northcote, VIC 3070",03 9481 2348,admin@bodyfitphysio.com.au,https://www.bodyfitphysio.com.au/,"Monday: 7AM-7PM, Tuesday: 7AM-7PM, Wednesday: 7AM-7PM, Thursday: 7AM-7PM, Friday: 7AM-5PM, Saturday: 8AM-1PM",Professional Therapy for Autistic Children,-37.76711,144.99937
Thrive Wellness and Consulting,"236 View Street, Bendigo, VIC 3550",03 5482 3143,admin@thrivewellnessandconsulting.com,www.thrivewellnessandconsulting.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-36.7544539,144.2738582
CPC Health,"1301 Nepean Highway, Cheltenham, VIC 3192",03 9583 4000,reception@cpchealth.com.au,www.physiochoice.com.au,"Monday: 7AM-7PM, Tuesday: 7AM-7PM, Wednesday: 7AM-7PM, Thursday: 7AM-7PM, Friday: 7AM-7PM",Professional Therapy for Autistic Children,-37.9660103,145.0587062
ENRICH PHYSIO HOME VISITS,"23 Burrowye Crescent, Keilor, VIC 3036",1300 236 742,admin@enrichphysio.com.au,www.enrichphysio.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7117844,144.8111759
Back In Motion Cranbourne - partners of,"Unit 4, 2 Codrington Street, Cranbourne, VIC 3977",03 5998 4554,cranbourne@backinmotion.com.au,www.allsportsphysio.com.au or www.backinmotion.com.au,"Monday: 8AM-7PM, Tuesday: 8AM-7PM, Wednesday: 8AM-7PM, Thursday: 8AM-7PM, Friday: 8AM-7PM, Saturday: 8AM-12PM",Professional Therapy for Autistic Children,-38.1146616,145.2849533
a2z Health Group - Dandenong,"82 Stud Road, Dandenong, VIC 3175",03 9798 4081,heloise@a2zhealthgroup.com.au,www.a2zhealthgroup.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 9AM-3PM",Professional Therapy for Autistic Children,-37.9772544,145.2227689
Rivergum Allied Therapies - Ballarat,"708 Skipton Street, Redan, VIC 3350",03 4310 2686,info@rivergumalliedtherapies.com.au,www.rivergumalliedtherapies.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.5782556,143.8424471
D.O.T.S. Occupational Therapy for Childr,"478 Grimshaw Street, Bundoora, VIC 3083",03 8256 2484,hello@dotschildot.com.au,www.dotschildot.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Professional Therapy for Autistic Children,-37.7005367,145.0669991
Change for Life,"374 Pakington Street, Newtown, VIC 3220",03 5229 2482,info@changeforlife.com.au,www.changeforlife.com.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-38.159436,144.3449939
Kieser Geelong,"Level 1, Level 1, 51 West Fyans St, Newtown, VIC 3220",03 5221 7555,geelong@kieser.com.au,www.kieser.com.au,"Monday: 6AM-8PM, Tuesday: 6AM-8PM, Wednesday: 6AM-8PM, Thursday: 6AM-8PM, Friday: 6AM-7PM, Saturday: 7AM-3PM, Sunday: 8AM-1PM",Professional Therapy for Autistic Children,-38.1599244,144.3458886
Endeavour Hills Psychology,"11 Sienna Crescent, Endeavour Hills, VIC 3802",0458 463 097,info@melbournecbdpsychology.com.au,www.melbournecbdpsychology.com.au,"Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.9838846,145.2692497
Noahs Ark - Melton,"21 Rosina Drive, Melton, VIC 3337",1800 819 140,hello@noahsarkinc.org.au,www.noahsarkinc.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.6858659,144.568712
John Blythe Psychology,"241 City Road, Southbank, VIC 3006",03 8840 1661,info@johnblythe.com.au,www.childpsychology.net.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.8263461,144.9600502
Everyday Independence Werribee,"Office 101, 13 Barnes Place, Werribee, VIC 3030",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.9013417,144.6608444
VPS Headquarters,"85 Douglas Parade, Williamstown, VIC 3016",1300 404 177,admin@victoriapeoplesolutions.com.au,www.victoriapeoplesolutions.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.8560235,144.8974067
Enaksha Garde Speech Pathology Pty Ltd,"19 Mcnamara Street, Macleod, VIC 3085",0411 370 250,enaksha@egspeechpathology.com,www.egspeechpathology.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7293053,145.0675295
Applied Occupational Therapy,"1103 Havelock Street, Ballarat North, VIC 3350",0492 827 949,jayne@appliedot.com.au,www.appliedot.com.au,"Monday: 8AM-5PM, Tuesday: 9AM-3PM, Wednesday: 9AM-5PM, Thursday: 9AM-3PM",Professional Therapy for Autistic Children,-37.5393,143.8668684
Kieser South Melbourne,"Corner City Road Cecil Street, South Melbourne, VIC 3205",03 9696 3599,melbourne1@kieser.com.au,www.kieser.com.au,"Monday: 6AM-8PM, Tuesday: 6AM-8PM, Wednesday: 6AM-8PM, Thursday: 6AM-8PM, Friday: 6AM-7PM, Saturday: 7AM-3PM, Sunday: 8AM-1PM",Professional Therapy for Autistic Children,-37.8293367,144.9560839
Stride - Bendigo,"2 Bushs Lane, Bendigo, VIC 3550",1300 001 907,ndis@stride.com.au,www.stride.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-36.7622753,144.2835094
Evado Studios (Clayton),"Shop T50a, Mezzanine Floor, 2107-2125 Dandenong Road, Clayton, VIC 3168",03 9562 3655,clayton@evadostudios.com.au,https://evadostudios.com.au/clayton,"Monday: 9AM-7PM, Tuesday: 1PM-6PM, Wednesday: 9AM-2PM, Thursday: 2PM-6PM, Friday: 9AM-1PM",Professional Therapy for Autistic Children,-37.9217315,145.1402881
Everyday Independence Melton,"48 Unitt Street, Melton, VIC 3337",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.6816584,144.5812472
SelfHealth Physio,"170 Beach Road, Parkdale, VIC 3195",0412 887 712,michael@selfhealth.com.au,www.selfhealth.com.au,"Monday: 7AM-6PM, Tuesday: 7AM-6PM, Wednesday: 7AM-6PM, Thursday: 7AM-6PM, Friday: 7AM-6PM",Professional Therapy for Autistic Children,-38.0022993,145.0788098
Empowered Psychology,"3 Curry Avenue, Greensborough, VIC 3088",0409 019 743,empoweredpsych@outlook.com,https://empoweredpsychology.business.site/,"Monday: 9AM-8PM, Tuesday: 9AM-8PM, Wednesday: 9AM-8PM, Thursday: 9AM-8PM, Friday: 9AM-4PM",Professional Therapy for Autistic Children,-37.6942071,145.0957049
THOMASTOWN PAEDIATRIC PHYSIOTHERAPY,"3 Highlands Road, Thomastown, VIC 3074",03 9465 0282,info@thomastownphysio.com,www.thomastownphysio.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.6794168,145.0130953
Eastern Suburbs Physiotherapy,"5 Market Street, Nunawading, VIC 3131",03 9877 2377,stayfit-stayconnected@outlook.com,https://www.easternsuburbsphysiotherapy.com.au/,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM, Saturday: 9AM-1PM",Professional Therapy for Autistic Children,-37.821425,145.176464
Therapy Pro - Melbourne North,"3 Highlands Road, Thomastown, VIC 3074",1300 004 414,info@therapypro.com.au,www.therapypro.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.6794168,145.0130953
PARCS Springvale,"35 Royal Avenue, Springvale, VIC 3171",03 9548 0377,reception@ermha.org,www.ermha.org,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-37.952632,145.1486809
Noahs Ark - Morwell,"25 Chestnut Ave, Morwell, VIC 3840",1800 819 140,hello@noahsarkinc.org.au,www.noahsarkinc.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.2303419,146.4274365
Sunrise Behavioural Health Bundoora,"1 Janefield Drive, Bundoora, VIC 3083",0450 591 791,contactus@sunrisebehavioural.com.au,www.sunrisebehavioural.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 9AM-12PM",Professional Therapy for Autistic Children,-37.6824691,145.069628
Horizon Allied Health,"Suite 106 Level 1, 45 Leakes Road, Laverton North, VIC 3026",1300 389 422,admin@horizonalliedhealth.com.au,https://horizonalliedhealth.com.au/,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM",Professional Therapy for Autistic Children,-37.8423632,144.7702145
St John of God Accord - Accommodation -,"35 Milroy Street, Brighton East, VIC 3187",1300 002 226,rebecca.cattermole@sjog.org.au,www.accorddisability.org.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-37.9043137,145.0121432
PilatesChoice,"22 Breed St, Traralgon, VIC 3844",03 5174 8500,traralgon@jgpg.com.au,www.physiochoice.com.au,"Monday: 8AM-7PM, Tuesday: 8AM-7PM, Wednesday: 8AM-7PM, Thursday: 8AM-7PM, Friday: 8AM-8PM, Saturday: 9AM-2PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.1977471,146.5332926
Autism Abilities Pty Ltd,"Unit 101, 1 Olive York Way, Brunswick West, VIC 3055",0466 814 770,info@autismabilities.com.au,www.autismabilities.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7580766,144.9387645
B OK Psychology,"Suite 606/434, St Kilda Road, Melbourne, VIC 3004",0409 950 671,contact@bokpsychology.com,contact@bokpsychology.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-12PM",Professional Therapy for Autistic Children,-37.8377208,144.9752743
Peninsula Plus - Mornington,"Unit 16, 1140 Nepean Highway, Mornington, VIC 3931",03 5975 1500,admin@penplus.com.au,www.peninsulaplus.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.2194752,145.0633509
ENRICH PHYSIO MELTON 2,"48 Palmerston Street, Melton, VIC 3337",1300 236 742,admin@enrichphysio.com.au,www.enrichphysio.com.au,"Monday: 9AM-6PM, Tuesday: 9AM-6PM, Wednesday: 9AM-6PM, Thursday: 9AM-6PM, Friday: 9AM-6PM, Saturday: 9AM-6PM",Professional Therapy for Autistic Children,-37.6841413,144.5835581
Everyday Independence Southern Melbourne,"11-15 Marlo Place, Hallam, VIC 3803",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-38.0051297,145.2550177
Gippsland Physiotherapy Group,"142-144 Commercial Road, Morwell, VIC 3840",03 5133 7388,morwell@gpg.com.au,www.physiochoice.com.au,"Monday: 8AM-7PM, Tuesday: 8AM-7PM, Wednesday: 8AM-7PM, Thursday: 8AM-7PM, Friday: 8AM-6PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-38.23699,146.394983
Everyday Independence Pty Ltd - Bendigo,"113 Mitchell Street, Bendigo, VIC 3550",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-36.7635706,144.2834026
Everyday Independence Shepparton,"294 Maude Street, Shepparton, VIC 3630",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-36.3847818,145.3997211
Consulting rooms,"66 Station Street, Fairfield, VIC 3078",0410 500 763,carlo@vnrs.co.mau,www.vnrs.com.au,Monday: 9AM-5PM,Professional Therapy for Autistic Children,-37.7798724,145.0178052
Applied Communication Skills Pty Ltd,"48 Station Street, Fairfield, VIC 3078",0401 821 749,admin@appliedcommunicationskills.com.au,www.appliedcommunicationskills.com.au,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM, Saturday: 12AM-12AM, Sunday: 12AM-12AM",Professional Therapy for Autistic Children,-37.7807537,145.0175466
The Well,"122-130 Beresford Road, Lilydale, VIC 3140",1300 647 122,support@choicementalhealth.com.au,www.choicecommunityhealth.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.752456,145.3496976
ENRICH PHYSIO -PALMERS TRUGANINA,"228a Sayers Road, Truganina, VIC 3029",1300 236 742,admin@enrichphysio.com.au,www.enrichphysio.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.8534258,144.7443359
ENRICH PHYSIO - BACCHUSMARSH,"2 Turner Street, Bacchus Marsh, VIC 3340",1300 236 742,admin@enrichphysio.com.au,www.enrichphysio.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.6771693,144.4342886
Everyday Independence Inner Eastern Melb,"Suite 2b, 303-313 Burwood Highway, Burwood East, VIC 3151",1300 179 131,mytherapy@everydayind.com.au,www.everydayind.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.8534895,145.1614923
Strong Minds Psychology - Yarra Valley,"3 Little Yarra Road, Yarra Junction, VIC 3797",03 5967 1438,strongmindspsychteam@gmail.com,www.strongmindspsychology.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Professional Therapy for Autistic Children,-37.7824344,145.6147406
Astra King and Associates,"361 Nepean Highway, Frankston, VIC 3199",03 9770 6777,adhdasdclinic@gmail.com,www.adhd-asdmelbourne.com.au/,"Monday: 10AM-6PM, Tuesday: 9AM-5PM, Wednesday: 10AM-6PM, Thursday: 10AM-6PM, Friday: 10AM-6PM, Saturday: 9AM-5PM",Professional Therapy for Autistic Children,-38.1358928,145.1245651
National 360 Cheltenham,"1a, 296 Bay Road, Cheltenham, VIC 3193",1300 340 440,vic@national360.com.au,www.national360.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Professional Therapy for Autistic Children,-37.9559566,145.0371453
ENRICH PHYSIO - SUNBURY,"38-40 Gap Road, Sunbury, VIC 3429",1300 236 742,admin@enrichphysio.com.au,www.enrichphysio.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Professional Therapy for Autistic Children,-37.5797406,144.7234657
